Name;Acronym;State Acronym;Institution Type
Instituto de Ensino Superior de Alagoas;IESA;AL;Outros
Instituto de Ensino Superior de Americana;IESA;SP;Outros
Instituto de Ensino Superior de Bauru;IESB;SP;Outros
Instituto de Ensino Superior de Cotia;IESC;SP;Outros
Instituto de Ensino Superior de Fortaleza;IESF;CE;Outros
Instituto de Ensino Superior de Foz do Iguaçu;IESFI;PR;Outros
Instituto de Ensino Superior de Garça;IESG;SP;Outros
Instituto de Ensino Superior de Itapira;IESI;SP;Outros
Instituto de Ensino Superior de João Monlevade;IES/FUNCEC;MG;Outros
Instituto de Ensino Superior de Joinville;IESVILLE;SC;Outros
Instituto de Ensino Superior de Londrina;INESUL;PR;Outros
Instituto de Ensino Superior de Minas Gerais;IESMIG;MG;Outros
Instituto de Ensino Superior de Nova Venécia;INESV;ES;Outros
Instituto de Ensino Superior de Olinda;IESO;PE;Outros
Instituto de Ensino Superior de Piedade;IESP;PE;Outros
Instituto de Ensino Superior de Porto Nacional;IESPEN;TO;Outros
Instituto de Ensino Superior de Rio Verde;IESRIVER;GO;Outros
Instituto de Ensino Superior de Rondônia;IESUR;RO;Outros
Instituto de Ensino Superior de Teresina;IEST;PI;Outros
Instituto de Ensino Superior do Acre;IESACRE;AC;Outros
Instituto de Ensino Superior do Amapá;IESAP;AP;Outros
Instituto de Ensino Superior do Ceará;IESC;CE;Outros
Instituto de Ensino Superior do Centro Oeste;IESCO;DF;Outros
Instituto de Ensino Superior do Maranhão;IESMA;MA;Outros
Instituto de Ensino Superior do Nordeste;IESNE;AL;Outros
Instituto de Ensino Superior do Pará;IESP;PA;Outros
Instituto de Ensino Superior do Sul do Maranhão;IESMA;MA;Outros
Instituto de Ensino Superior e Formação Avançada de Vitória;FAVI;ES;Outros
Instituto de Ensino Superior e Pesquisa;INESP;MG;Outros
Instituto de Ensino Superior Franciscano;IESF;MA;Outros
Instituto de Ensino Superior Fucapi;CESF;AM;Outros
Instituto de Ensino Superior João Alfredo de Andrade;IJAA;MG;Outros
Instituto de Ensino Superior Materdei;IES-MATERDEI;AM;Outros
Instituto de Ensino Superior Múltiplo;IESM;MA;Outros
Instituto de Ensino Superior Pequeno Príncipe;IESPP;PR;Outros
Instituto de Ensino Superior Planalto;IESPLAN;DF;Outros
Instituto de Ensino Superior Presidente Tancredo de Almeida Neves;IPTAN;MG;Outros
Instituto de Ensino Superior Santa Cecília;IESC;AL;Outros
Instituto de Ensino Superior Santo André;IESA;SP;Outros
Instituto de Ensino Superior Santo Antônio;INESA;SC;Outros
Instituto de Ensino Superior Thathi;Faculdade Thathi COC;SP;Outros
Instituto de Estudos Superiores da Amazônia;IESAM;PA;Outros
Instituto Educacional de Castro;INEC;PR;Outros
Instituto Esperança de Ensino Superior;IESPES;PA;Outros
Instituto Filosófico Teológico Nossa Senhora Imaculada Rainha do Sertão;IFTNSIRS;CE;Outros
Instituto Florence de Ensino Superior;IFES;MA;Outros
Instituto Itapetiningano de Ensino Superior;IIES;SP;Outros
Instituto Luterano de Ensino Superior de Itumbiara;ILES;GO;Outros
Instituto Luterano de Ensino Superior de Porto Velho;ULBRA ILES;RO;Outros
Instituto Macapaense de Ensino Superior;IMMES;AP;Outros
Instituto Maceió de Ensino e Cultura;IMEC;AL;Outros
Instituto Machadense de Ensino Superior;IMES;MG;Outros
Instituto Manchester Paulista de Ensino Superior;IMAPES;SP;Outros
Instituto Mato Grosso do Sul de Educação e Cultura;ISMEC;MS;Outros
Instituto Matonense Municipal de Ensino Superior;IMMES;SP;Outros
Instituto Metropolitano de Ensino Superior;IMES;MG;Outros
Instituto Municipal de Ensino Superior de Assis;IMESA;SP;Outros
Instituto Municipal de Ensino Superior de Bebedouro Victório Cardassi;IMESB;SP;Outros
Instituto Municipal de Ensino Superior de Catanduva;FAFICA;SP;Outros
Instituto Municipal de Ensino Superior de São Manuel;IMESSM;SP;Outros
Instituto Nacional de Desenvolvimento do Ensino Superior;INDES;MG;Outros
Instituto Nacional de Telecomunicações;INATEL;MG;Outros
Instituto Natalense de Educação Superior;INAES;RN;Outros
Instituto Natalense de Ensino e Cultura;INEC;RN;Outros
Instituto Palmas de Ensino Superior;IPES;TO;Outros
Instituto Paraíba de Educação e Cultura;IPEC;PB;Outros
Instituto Paraibano de Ensino Renovado;INPER;PB;Outros
Instituto Paulista de Ensino;FIPEN;SP;Outros
Instituto Pernambucano de Ensino Superior;IPESU;PE;Outros
Instituto Pernambuco de Ensino e Cultura;IPEC;PE;Outros
Instituto Salesiano de Filosofia;INSAF;PE;Outros
Instituto Salvador de Ensino e Cultura;ISEC;BA;Outros
Instituto Santo Tomás de Aquino;ISTA;MG;Outros
Instituto Sergipe de Ensino Superior;ISES;SE;Outros
Instituto Sudeste Mineiro de Educação e Cultura;ISMEC;MG;Outros
Instituto Superior de Ciências Aplicadas - Isca;ISCA;SP;Outros
Instituto Superior de Ciências da Saúde;INCISA;MG;Outros
Instituto Superior de Ciências Humanas e Filosofia La Salle;ISCHF La Salle;RJ;Outros
Instituto Superior de Ciências Humanas e Sociais Anísio Teixeira;ISAT;RJ;Outros
Instituto Superior de Ciências Humanas e Sociais Aplicadas de Abaeté;ISAB;MG;Outros
Instituto Superior de Educação Albert Einstein;ISALBE;DF;Outros
Instituto Superior de Educação Almeida Rodrigues;ISEAR;GO;Outros
Instituto Superior de Educação Alvorada Plus;ISEAP;SP;Outros
Instituto Superior de Educação Anglo-Americano de Foz do Iguaçu;ISEAAFI;PR;Outros
Instituto Superior de Educação Anísio Teixeira;ISEAT;MG;Outros
Instituto Superior de Educação Ateneu;ISEAT;ES;Outros
Instituto Superior de Educação Auxilium;ISE AUXILIUM;SP;Outros
Instituto Superior de Educação Avantis;AVANTIS;SC;Outros
Instituto Superior de Educação Berlaar;IBERLAAR;MG;Outros
Instituto Superior de Educação Campo Limpo Paulista;ISECAMP;SP;Outros
Instituto Superior de Educação Capimgrossense;ISEC;BA;Outros
Instituto Superior de Educação Carlos Chagas;ISECC;MG;Outros
Instituto Superior de Educação Cenecista de Capivari;ISECC;SP;Outros
Instituto Superior de Educação Cenecista de Farroupilha;ISEF;RS;Outros
Instituto Superior de Educação Cenecista de Unaí;ISEC;MG;Outros
Instituto Superior de Educação Ceres;ISE-CERES;SP;Outros
Instituto Superior de Educação Coração de Jesus;ISECJ;MG;Outros
Instituto Superior de Educação da Serra;FABAVI;ES;Outros
Instituto Superior de Educação de Barretos;ISEB;SP;Outros
Instituto Superior de Educação de Bicas;ISEB;MG;Outros
Instituto Superior de Educação de Brasília;FACGAMA;DF;Outros
Instituto Superior de Educação de Cajazeiras;ISEC;PB;Outros
Instituto Superior de Educação de Campo Verde;ISE - Campo Verde;MT;Outros
Instituto Superior de Educação de Campos Gerais;ISEC;MG;Outros
Instituto Superior de Educação de Caxias;ISEC;MA;Outros
Instituto Superior de Educação de Cláudio;ISEC;MG;Outros
Instituto Superior de Educação de Divinópolis;ISED;MG;Outros
Instituto Superior de Educação de Floresta;ISEF;PE;Outros
Instituto Superior de Educação de Garça;ISEG;SP;Outros
Instituto Superior de Educação de Goiana;I.S.E.G.;PE;Outros
Instituto Superior de Educação de Guaratuba;ISEPE;PR;Outros
Instituto Superior de Educação de Ibiúna;ISEI;SP;Outros
Instituto Superior de Educação de Iguape;ISE IGUAPE;SP;Outros
Instituto Superior de Educação de Itabira;ISEI;MG;Outros
Instituto Superior de Educação de Ituiutaba;ISEDI;MG;Outros
Instituto Superior de Educação de Janaúba;ISEJAN;MG;Outros
Instituto Superior de Educação de Junqueirópolis;ISEJ;SP;Outros
Instituto Superior de Educação de Oliveira;ISEOL;MG;Outros
Instituto Superior de Educação de Paraíso;ISEP;MG;Outros
Instituto Superior de Educação de Passos;ISEP;MG;Outros
Instituto Superior de Educação de Pesqueira;ISEP;PE;Outros
Instituto Superior de Educação de Salgueiro;ISES;PE;Outros
Instituto Superior de Educação de Santa Catarina;ISESC;SC;Outros
Instituto Superior de Educação de São Gotardo;CESG;MG;Outros
Instituto Superior de Educação de São Paulo;SINGULARIDADES/ISESP;SP;Outros
Instituto Superior de Educação de Tupi Paulista;ISETP;SP;Outros
Instituto Superior de Educação do Cecap;ISCECAP;DF;Outros
Instituto Superior de Educação do Centro Educacional Nossa Senhora Auxiliadora;ISECENSA;RJ;Outros
Instituto Superior de Educação do ICESP;ISE-ICESP;DF;Outros
Instituto Superior de Educação do Município de Itaperuna;ISEMI;RJ;Outros
Instituto Superior de Educação do Paraná;INSEP;PR;Outros
Instituto Superior de Educação do Sul da Bahia;ISESB;BA;Outros
Instituto Superior de Educação Elvira Dayrell;ISEED;MG;Outros
Instituto Superior de Educação Equipe;ISEE;RS;Outros
Instituto Superior de Educação Eugênio Gomes;ISEGO;BA;Outros
Instituto Superior de Educação Franciscano Nossa Senhora de Fátima;FATIMA;DF;Outros
Instituto Superior de Educação Ibituruna;ISEIB;MG;Outros
Instituto Superior de Educação Interlagos;ISE Interlagos;SP;Outros
Instituto Superior de Educação Ivoti;ISEI;RS;Outros
Instituto Superior de Educação La Salle;ISE La Salle;RJ;Outros
Instituto Superior de Educação Mãe de Deus;ISEMD;PR;Outros
Instituto Superior de Educação Manhumirim;Faculdades Doctum;MG;Outros
Instituto Superior de Educação Montes Claros;ISEMOC;MG;Outros
Instituto Superior de Educação Nossa Senhora de Lourdes;ISED;BA;Outros
Instituto Superior de Educação Nossa Senhora de Sion;ISE - Sion;PR;Outros
Instituto Superior de Educação Nossa Senhora de Sion;ISE- SION;MG;Outros
Instituto Superior de Educação Orígenes Lessa;ISEOL;SP;Outros
Instituto Superior de Educação Padre João Bagozzi;COSJISUP;PR;Outros
Instituto Superior de Educação Paulo Martins;ISPAM;DF;Outros
Instituto Superior de Educação Porto Seguro;ISEPS;ES;Outros
Instituto Superior de Educação Presbiteriano Vale do Tocantins;ISEP;TO;Outros
Instituto Superior de Educação Programus;ISEPRO;PI;Outros
Instituto Superior de Educação Ranchariense;ISER;SP;Outros
Instituto Superior de Educação Sant´Ana;ISESA;PR;Outros
Instituto Superior de Educação Santa Cruz;ISED;PE;Outros
Instituto Superior de Educação Santa Marina;ISESM;SP;Outros
Instituto Superior de Educação Santa Rita de Cássia;ISESC;GO;Outros
Instituto Superior de Educação Santa Rita do Sapucaí;ISE;MG;Outros
Instituto Superior de Educação Santo Agostinho de Teresina;ISA;PI;Outros
Instituto Superior de Educação São Judas Tadeu;ISESJT;PI;Outros
Instituto Superior de Educação União das Américas;UNIAMÉRICA;PR;Outros
Instituto Superior de Educação Vale do Salgado;IVS;CE;Outros
Instituto Superior de Educação Vera Cruz;ISE Vera Cruz;SP;Outros
Instituto Superior de Educação Verde Norte;FAVENORTE;MG;Outros
Instituto Superior de Ensino e Pesquisa de Ituiutaba;ISEPI;MG;Outros
Instituto Superior de Filosofia Berthier;IFIBE;RS;Outros
Instituto Superior do Litoral do Paraná;ISULPAR;PR;Outros
Instituto Superior e Centro Educacional Luterano - Bom Jesus - Ielusc;BOM JESUS/IELUSC;SC;Outros
Instituto Superior Mendes de Almeida;IMA;RJ;Outros
Instituto Superior Tupy - Ist;IST;SC;Outros
Instituto Taquaritinguense de Ensino Superior Dr. Aristides de Carvalho Schlobac;ITES;SP;Outros
Instituto Taubaté de Ensino Superior;I.T.E.S.;SP;Outros
Instituto Tecnológico de Aeronáutica;ITA;SP;Outros
Instituto Tecnológico e das Ciências Sociais Aplicadas e da Saúde do Centro Educ;ITCSAS/CENSA;RJ;Outros
Instituto Teológico Pastoral do Ceará;ITEP;CE;Outros
Instituto Teresina de Ensino e Cultura;ITEC;PI;Outros
Instituto Unificado de Ensino Superior Objetivo;IUESO;GO;Outros
Instituto Uvb.Br;UVB;SP;Outros
Trevisan Escola Superior de Negócios;FAT;SP;Outros
União das Escolas do Grupo Faimi de Educação;FAIMI;SP;Outros
União das Faculdades dos Grandes Lagos - Unilago;UNILAGO;SP;Outros
União de Ensino Superior de Nova Mutum;UNINOVA;MT;Outros
União de Escolas Superiores da Funeso;UNESF;PE;Outros
Unidade de Ensino Superior Dom Bosco;UNDB;MA;Outros
Unidade de Ensino Superior Expoente;UNIEXP;PR;Outros
UNIPB - Faculdade Unida da Paraíba;UNIPB;PB;Outros
Abeu - Centro Universitário;UNIABEU;RJ;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;CEFET/RJ;RJ;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica da Bahia;CEFET/BA;BA;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Bambuí;CEFET-BAMBUÍ;MG;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Campos;CEFET;RJ;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Goiás;CEFET/GO;GO;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Minas Gerais;CEFET/MG;MG;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Pernambuco;CEFET/PE;PE;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Rio Verde;CEFET-RIO VERDE;GO;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica de Santa Catarina;CEFET-SC;SC;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica do Maranhão;CEFET-MA;MA;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica do Pará;CEFET/PA;PA;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica do Piauí;CEFET/PI;PI;universidade e instâncias ligadas à universidades
Centro Federal de Educação Tecnológica do Rio Grande do Norte;CEFET/RN;RN;universidade e instâncias ligadas à universidades
Centro Regional Universitário de Espírito Santo do Pinhal;UNIPINHAL;SP;universidade e instâncias ligadas à universidades
Centro Universitário Adventista de São Paulo;UNASP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Álvares Penteado;FECAP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Amparense;UNIFIA;SP;universidade e instâncias ligadas à universidades
Centro Universitário Anhangüera;UNIFIAN;SP;universidade e instâncias ligadas à universidades
Centro Universitário Assunção;UniFAI;SP;universidade e instâncias ligadas à universidades
Centro Universitário Augusto Motta;UNISUAM;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Barão de Mauá;CBM;SP;universidade e instâncias ligadas à universidades
Centro Universitário Barriga Verde;UNIBAVE;SC;universidade e instâncias ligadas à universidades
Centro Universitário Belas Artes de São Paulo;FEBASP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Campos de Andrade;Uniandrade;PR;universidade e instâncias ligadas à universidades
Centro Universitário Cândido Rondon;UNIRONDON;MT;universidade e instâncias ligadas à universidades
Centro Universitário Capital;UNICAPITAL;SP;universidade e instâncias ligadas à universidades
Centro Universitário Carioca;UNICARIOCA;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Católico do Sudoeste do Paraná;UNICS;PR;universidade e instâncias ligadas à universidades
Centro Universitário Católico Salesiano Auxilium;UNISALESIANO;SP;universidade e instâncias ligadas à universidades
Centro Universitário Celso Lisboa;UCL;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Central Paulista;UNICEP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Claretiano;CEUCLAR;SP;universidade e instâncias ligadas à universidades
Centro Universitário Curitiba;UNICURITIBA;PR;universidade e instâncias ligadas à universidades
Centro Universitário da Bahia;FIB;BA;universidade e instâncias ligadas à universidades
Centro Universitário da Cidade;UniverCidade;RJ;universidade e instâncias ligadas à universidades
Centro Universitário da Fundação Educacional de Barretos;UNIFEB;SP;universidade e instâncias ligadas à universidades
Centro Universitário da Fundação Educacional Guaxupé;UNIFEG;MG;universidade e instâncias ligadas à universidades
Centro Universitário da Fundação Educacional Inaciana Pe Sabóia de Medeiros;FEI;SP;universidade e instâncias ligadas à universidades
Centro Universitário da Grande Dourados;UNIGRAN;MS;universidade e instâncias ligadas à universidades
Centro Universitário das Faculdades Associadas de Ensino - Fae;UNIFAE;SP;universidade e instâncias ligadas à universidades
Centro Universitário das Faculdades Metropolitanas Unidas;FMU;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Anápolis;UniEVANGÉLICA;GO;universidade e instâncias ligadas à universidades
Centro Universitário de Araraquara;UNIARA;SP;universidade e instâncias ligadas à universidades
"Centro Universitário de Araras - ""Dr. Edmundo Ulson"" - UNAR";UNAR;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Barra Mansa;UBM;RJ;universidade e instâncias ligadas à universidades
Centro Universitário de Belo Horizonte;Uni-BH;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Brasília;UniCEUB;DF;universidade e instâncias ligadas à universidades
Centro Universitário de Brusque;Unifebe;SC;universidade e instâncias ligadas à universidades
Centro Universitário de Campo Grande;UNAES;MS;universidade e instâncias ligadas à universidades
Centro Universitário de Caratinga;UNEC;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Desenvolvimento do Centro-Oeste;UNIDESC;GO;universidade e instâncias ligadas à universidades
Centro Universitário de Ensino Superior do Amazonas;CIESA;AM;universidade e instâncias ligadas à universidades
Centro Universitário de Formiga;UNIFORMG;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Franca;Uni-FACEF;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Goiás;Uni-ANHANGÜERA;GO;universidade e instâncias ligadas à universidades
Centro Universitário de Itajubá;Universitas;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Jales;UNIJALES;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Jaraguá do Sul;UNERJ;SC;universidade e instâncias ligadas à universidades
Centro Universitário de João Pessoa;UNIPÊ;PB;universidade e instâncias ligadas à universidades
Centro Universitário de Lavras;UNILAVRAS;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Lins;UNILINS;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Maringá - Ceumar;CESUMAR;PR;universidade e instâncias ligadas à universidades
Centro Universitário de Patos de Minas;UNIPAM;MG;universidade e instâncias ligadas à universidades
Centro Universitário de Rio Preto;UNIRP;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Santo André;UniA;SP;universidade e instâncias ligadas à universidades
Centro Universitário de Sete Lagoas;UNIFEMM;MG;universidade e instâncias ligadas à universidades
Centro Universitário de União da Vitória;UNIUV;PR;universidade e instâncias ligadas à universidades
Centro Universitário de Várzea Grande;UNIVAG;MT;universidade e instâncias ligadas à universidades
Centro Universitário de Volta Redonda;UniFOA;RJ;universidade e instâncias ligadas à universidades
Centro Universitário de Votuporanga;UNIFEV;SP;universidade e instâncias ligadas à universidades
Centro Universitário do Cerrado-Patrocínio;UNICERP;MG;universidade e instâncias ligadas à universidades
Centro Universitário do Distrito Federal;UniDF;DF;universidade e instâncias ligadas à universidades
Centro Universitário do Espírito Santo;UNESC;ES;universidade e instâncias ligadas à universidades
Centro Universitário do Estado do Pará;CESUPA;PA;universidade e instâncias ligadas à universidades
Centro Universitário do Instituto Mauá de Tecnologia;CEUN-IMT;SP;universidade e instâncias ligadas à universidades
Centro Universitário do Leste de Minas Gerais;UnilesteMG;MG;universidade e instâncias ligadas à universidades
Centro Universitário do Maranhão;UNICEUMA;MA;universidade e instâncias ligadas à universidades
Centro Universitário do Norte;UNINORTE;AM;universidade e instâncias ligadas à universidades
Centro Universitário do Norte Paulista;UNORP;SP;universidade e instâncias ligadas à universidades
Centro Universitário do Planalto de Araxá;UNIARAXÁ;MG;universidade e instâncias ligadas à universidades
Centro Universitário do Sul de Minas;UNIS-MG;MG;universidade e instâncias ligadas à universidades
Centro Universitário do Triângulo;UNITRI;MG;universidade e instâncias ligadas à universidades
Centro Universitário Eurípedes de Marília;UNIVEM;SP;universidade e instâncias ligadas à universidades
Centro Universitário Euro-Americano;UNIEURO;DF;universidade e instâncias ligadas à universidades
Centro Universitário Feevale;Feevale;RS;universidade e instâncias ligadas à universidades
Centro Universitário Fieo;UNIFIEO;SP;universidade e instâncias ligadas à universidades
Centro Universitário Filadélfia;UniFil;PR;universidade e instâncias ligadas à universidades
Centro Universitário Fluminense;UNIFLU;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Franciscano;Unifra;RS;universidade e instâncias ligadas à universidades
Centro Universitário Franciscano do Paraná;UNIFAE;PR;universidade e instâncias ligadas à universidades
Centro Universitário Fundação de Ensino Octávio Bastos - Feob;UNIFEOB;SP;universidade e instâncias ligadas à universidades
Centro Universitário Fundação Santo André;CUFSA;SP;universidade e instâncias ligadas à universidades
Centro Universitário Geraldo Di Biase;UGB;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Hermínio da Silveira;UNI IBMR;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Herminio Ometto de Araras;UNIARARAS;SP;universidade e instâncias ligadas à universidades
Centro Universitário Ibero-Americano;UNIBERO;SP;universidade e instâncias ligadas à universidades
Centro Universitário Ítalo-Brasileiro;UniÍtalo;SP;universidade e instâncias ligadas à universidades
Centro Universitário Jorge Amado;UNIJORGE;BA;universidade e instâncias ligadas à universidades
Centro Universitário La Salle;UNILASALLE;RS;universidade e instâncias ligadas à universidades
Centro Universitário Leonardo da Vinci;UNIASSELVI;SC;universidade e instâncias ligadas à universidades
Centro Universitário Lusíada;UNILUS;SP;universidade e instâncias ligadas à universidades
Centro Universitário Luterano de Ji-Paraná;CEULJI/ULBRA;RO;universidade e instâncias ligadas à universidades
Centro Universitário Luterano de Manaus;CEULM/ULBRA;AM;universidade e instâncias ligadas à universidades
Centro Universitário Luterano de Palmas;CEULP;TO;universidade e instâncias ligadas à universidades
Centro Universitário Luterano de Santarém;CEULS;PA;universidade e instâncias ligadas à universidades
Centro Universitário Metodista;IPA;RS;universidade e instâncias ligadas à universidades
Centro Universitário Metodista Bennett;Bennett;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Metodista Izabela Hendrix;IMIH;MG;universidade e instâncias ligadas à universidades
Centro Universitário Metropolitano de São Paulo;UNIMESP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Moacyr Sreder Bastos;MSB;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Módulo;MÓDULO;SP;universidade e instâncias ligadas à universidades
Centro Universitário Monte Serrat;UNIMONTE;SP;universidade e instâncias ligadas à universidades
Centro Universitário Moura Lacerda;CUML;SP;universidade e instâncias ligadas à universidades
Centro Universitário Newton Paiva;NEWTON PAIVA;MG;universidade e instâncias ligadas à universidades
Centro Universitário Nilton Lins;UNINILTONLINS;AM;universidade e instâncias ligadas à universidades
Centro Universitário Nossa Senhora do Patrocínio;CEUNSP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Padre Anchieta;UniAnchieta;SP;universidade e instâncias ligadas à universidades
Centro Universitário Paulistano;UniPaulistana;SP;universidade e instâncias ligadas à universidades
Centro Universitário Planalto do Distrito Federal - Uniplan;UNIPLAN;DF;universidade e instâncias ligadas à universidades
Centro Universitário Plínio Leite;UNIPLI;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Radial;UNIRADIAL;SP;universidade e instâncias ligadas à universidades
Centro Universitário Ritter dos Reis;UniRitter;RS;universidade e instâncias ligadas à universidades
Centro Universitário Salesiano de São Paulo;UNISAL;SP;universidade e instâncias ligadas à universidades
Centro Universitário Sant´Anna;UNISANT'ANNA;SP;universidade e instâncias ligadas à universidades
Centro Universitário São Camilo;SAO CAMILO;SP;universidade e instâncias ligadas à universidades
Centro Universitário São Camilo - Espírito Santo;CUSC;ES;universidade e instâncias ligadas à universidades
Centro Universitário SENAC;SENACSP;SP;universidade e instâncias ligadas à universidades
Centro Universitário Serra dos Órgãos;FESO;RJ;universidade e instâncias ligadas à universidades
Centro Universitário Toledo;UNITOLEDO;SP;universidade e instâncias ligadas à universidades
Centro Universitário Una;UNA;MG;universidade e instâncias ligadas à universidades
Centro Universitário Univates;UNIVATES;RS;universidade e instâncias ligadas à universidades
Centro Universitário Vila Velha;UVV;ES;universidade e instâncias ligadas à universidades
Fiam-Faam - Centro Universitário;UniFIAM-FAAM;SP;universidade e instâncias ligadas à universidades
Fundação Universidade do Estado de Santa Catarina;UDESC;SC;universidade e instâncias ligadas à universidades
Fundação Universidade Federal da Grande Dourados;UFGD;MS;universidade e instâncias ligadas à universidades
Fundação Universidade Federal de Ciências da Saúde de Porto Alegre;UFCSPA;RS;universidade e instâncias ligadas à universidades
Fundação Universidade Federal de Rondônia;UNIR;RO;universidade e instâncias ligadas à universidades
Fundação Universidade Federal de Viçosa;UFV;MG;universidade e instâncias ligadas à universidades
Fundação Universidade Federal do Rio Grande;FURG;RS;universidade e instâncias ligadas à universidades
Fundação Universidade Federal do Tocantins;UFT;TO;universidade e instâncias ligadas à universidades
Fundação Universidade Federal do Vale do São Francisco;UNIVASF;PE;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica de Campinas;PUC-Campinas;SP;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica de Minas Gerais;PUC Minas;MG;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica de São Paulo;PUCSP;SP;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica do Paraná;PUCPR;PR;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica do Rio de Janeiro;PUC-Rio;RJ;universidade e instâncias ligadas à universidades
Pontifícia Universidade Católica do Rio Grande do Sul;PUCRS;RS;universidade e instâncias ligadas à universidades
Universidade Anhembi Morumbi;UAM;SP;universidade e instâncias ligadas à universidades
Universidade Bandeirante de São Paulo;UNIBAN;SP;universidade e instâncias ligadas à universidades
Universidade Braz Cubas;UBC;SP;universidade e instâncias ligadas à universidades
Universidade Camilo Castelo Branco;UNICASTELO;SP;universidade e instâncias ligadas à universidades
Universidade Cândido Mendes;UCAM;RJ;universidade e instâncias ligadas à universidades
Universidade Castelo Branco;UCB;RJ;universidade e instâncias ligadas à universidades
Universidade Católica de Brasília;UCB;DF;universidade e instâncias ligadas à universidades
Universidade Católica de Goiás;UCG;GO;universidade e instâncias ligadas à universidades
Universidade Católica de Pelotas;UCPEL;RS;universidade e instâncias ligadas à universidades
Universidade Católica de Pernambuco;UNICAP;PE;universidade e instâncias ligadas à universidades
Universidade Católica de Petrópolis;UCP;RJ;universidade e instâncias ligadas à universidades
Universidade Católica de Santos;UNISANTOS;SP;universidade e instâncias ligadas à universidades
Universidade Católica do Salvador;UCSAL;BA;universidade e instâncias ligadas à universidades
Universidade Católica Dom Bosco;UCDB;MS;universidade e instâncias ligadas à universidades
Universidade Cidade de São Paulo;UNICID;SP;universidade e instâncias ligadas à universidades
Universidade Comunitária Regional de Chapecó;UNOCHAPECÓ;SC;universidade e instâncias ligadas à universidades
Universidade Cruzeiro do Sul;UNICSUL;SP;universidade e instâncias ligadas à universidades
Universidade da Amazônia;UNAMA;PA;universidade e instâncias ligadas à universidades
Universidade da Região da Campanha;URCAMP;RS;universidade e instâncias ligadas à universidades
Universidade da Região de Joinville;UNIVILLE;SC;universidade e instâncias ligadas à universidades
Universidade de Brasília;UnB;DF;universidade e instâncias ligadas à universidades
Universidade de Caxias do Sul;UCS;RS;universidade e instâncias ligadas à universidades
Universidade de Cruz Alta;UNICRUZ;RS;universidade e instâncias ligadas à universidades
Universidade de Cuiabá;UNIC;MT;universidade e instâncias ligadas à universidades
Universidade de Fortaleza;UNIFOR;CE;universidade e instâncias ligadas à universidades
Universidade de Franca;UNIFRAN;SP;universidade e instâncias ligadas à universidades
Universidade de Itaúna;UI;MG;universidade e instâncias ligadas à universidades
Universidade de Marília;UNIMAR;SP;universidade e instâncias ligadas à universidades
Universidade de Passo Fundo;UPF;RS;universidade e instâncias ligadas à universidades
Universidade de Pernambuco;UPE;PE;universidade e instâncias ligadas à universidades
Universidade de Ribeirão Preto;UNAERP;SP;universidade e instâncias ligadas à universidades
