Name;Acronym;State Acronym;Institution Type
Faculdade Euro-Panamericana de Humanidades e Tecnologias;EUROPAN;SP;Outros
Faculdade Européia de Administração e Marketing;FEPAM;PE;Outros
Faculdade Evangélica;FE;DF;Outros
Faculdade Evangélica de Salvador;FACESA;BA;Outros
Faculdade Evangélica do Paraná;FEPAR;PR;Outros
Faculdade Evolução;FAEV;SP;Outros
Faculdade Evolutivo;FACE;CE;Outros
Faculdade Exponencial;FIE;SC;Outros
Faculdade FACCAT;FACCAT;SP;Outros
Faculdade Fapan;FAPAN;SP;Outros
Faculdade Farias Brito;FFB;CE;Outros
Faculdade Fernão Dias;FAFE;SP;Outros
Faculdade Figueiredo Costa - Fic;;AL;Outros
Faculdade Flamingo;FAFLA;SP;Outros
Faculdade Fleming;SEF;SP;Outros
Faculdade Franciscana;FF;SC;Outros
Faculdade Frassinetti do Recife;FAFIRE;PE;Outros
Faculdade Frutal;FAF;MG;Outros
Faculdade Fucape;FUCAPE;ES;Outros
Faculdade Gama e Souza;FGS;RJ;Outros
Faculdade Gennari e Peartree;FGP;SP;Outros
Faculdade Geremário Dantas;SFNSC;RJ;Outros
Faculdade Global de Umuarama;FGU;PR;Outros
Faculdade Guaianás;FAG;SP;Outros
Faculdade Guairacá;FAG;PR;Outros
Faculdade Guaraí;FAG;TO;Outros
Faculdade Harpa de Cascavel;ITECNE;PR;Outros
Faculdade Hélio Rocha;FHR;BA;Outros
Faculdade Horizontes;FH;SP;Outros
Faculdade Horizontina;FAHOR;RS;Outros
Faculdade Hoyler de Letras;FAHL;SP;Outros
Faculdade IBGEN - Instituto Brasileiro de Gestão de Negócios;IBGEN;RS;Outros
Faculdade IBMEC;Ibmec;MG;Outros
Faculdade Ibmec São Paulo;Ibmec;SP;Outros
Faculdade Ideal;FACI;PA;Outros
Faculdade Iguaçu;FI;PR;Outros
Faculdade Iguapense Santo Augusto;FISA;SP;Outros
Faculdade Independente Butantã;F I B;SP;Outros
Faculdade Independente do Nordeste;FAINOR;BA;Outros
Faculdade Inedi;CESUCA;RS;Outros
Faculdade Inesp - Instituto Nacional de Ensino e Pesquisa;INESP;SP;Outros
Faculdade Ingá;UNINGÁ;PR;Outros
Faculdade Integração - Zona Oeste;FIZO;SP;Outros
Faculdade Integração Tiete;FIT;SP;Outros
Faculdade Integrada Brasil Amazonia - Fibra;FIBRA;PA;Outros
Faculdade Integrada da Grande Fortaleza;FGF;CE;Outros
Faculdade Integrada de Ensino Superior de Colinas;FIESC;TO;Outros
Faculdade Integrada de Pernambuco;FACIPE;PE;Outros
Faculdade Integrada do Ceará;FIC;CE;Outros
Faculdade Integrada do Recife;FIR;PE;Outros
Faculdade Integrada Metropolitana de Campinas;METROCAMP;SP;Outros
Faculdade Integrada Tiradentes;Fits;AL;Outros
Faculdade Integrado de Campo Mourão;CEI;PR;Outros
Faculdade Integral Cantareira;F.I.C.;SP;Outros
Faculdade Integral Diferencial;FACID;PI;Outros
Faculdade Interação Americana;FIA;SP;Outros
Faculdade Interamericana de Porto Velho;Uniron;RO;Outros
Faculdade Interlagos de Educação e Cultura;FINTEC;SP;Outros
Faculdade Intermunicipal do Noroeste do Paraná;FACINOR;PR;Outros
Faculdade Internacional de Ciências Empresariais;FICE;MG;Outros
Faculdade Internacional de Curitiba;FACINTER;PR;Outros
Faculdade Intesp;INTESP;SP;Outros
Faculdade Isaac Newton;ISAACNEWTON;BA;Outros
Faculdade Itabirana de Desenvolvimento das Ciências e Tecnologias;FATEC;MG;Outros
Faculdade Itabirana de Saúde;FISA;MG;Outros
Faculdade Ítalo Brasileira;FIB;ES;Outros
Faculdade Iteana de Botucatu;FITB;SP;Outros
Faculdade Iteana de Ibitinga;FITI;SP;Outros
Faculdade J. Simões Ensino Superior;FABAVI;ES;Outros
Faculdade Jaguariaíva;FAJAR;PR;Outros
Faculdade Jangada;FJ;SC;Outros
Faculdade Japi;IJES;SP;Outros
Faculdade Jesuíta de Filosofia e Teologia;FAJE;MG;Outros
Faculdade Jesus Maria José;FAJESU;DF;Outros
Faculdade Jk Administração de Valparaíso;Faculdade JK;GO;Outros
Faculdade Jk Valparaíso;Faculdade JK;GO;Outros
Faculdade Joana D'Arc;FJD;SP;Outros
Faculdade José Augusto Vieira;FJAV;SE;Outros
Faculdade José Lacerda Filho de Ciências Aplicadas;FAJOLCA;PE;Outros
Faculdade Juscelino Kubitschek;FJK;DF;Outros
Faculdade Juvêncio Terra;FJT;BA;Outros
Faculdade Kennedy;FK;MG;Outros
Faculdade Kurios;FAK;CE;Outros
Faculdade La Salle;UNILASALLE;AM;Outros
Faculdade Latino Americana;FLA;GO;Outros
Faculdade Latino Americana de Educação;FLATED;CE;Outros
Faculdade Leonardo da Vinci;ULBRA;RS;Outros
Faculdade Lions;FAC-LIONS;GO;Outros
Faculdade Literatus;UNICEL;AM;Outros
Faculdade Ls;FACELS;DF;Outros
Faculdade Luiz Eduardo Magalhães;FILEM;BA;Outros
Faculdade Luso-Brasileira;FALUB;PE;Outros
Faculdade Luterana Rui Barbosa;FALURB;PR;Outros
Faculdade Luterana São Marcos;FALSM;RS;Outros
Faculdade Machado de Assis;FAMA;RJ;Outros
Faculdade Machado Sobrinho;FMS;MG;Outros
Faculdade Madre Tereza;FAMAT;AP;Outros
Faculdade Madre Thais;FMT;BA;Outros
Faculdade Magister;MAGISTER;SP;Outros
Faculdade Marechal Rondon;FMR;SP;Outros
Faculdade Maria Augusta Ribeiro Daher;FMA;SP;Outros
Faculdade Maria Milza;FAMAM;BA;Outros
Faculdade Maringá;CESPAR;PR;Outros
Faculdade Mário de Andrade;FMA;SP;Outros
Faculdade Marista;FMR;PE;Outros
Faculdade Martha Falcão;FMF;AM;Outros
Faculdade Mater;FAMATER;SP;Outros
Faculdade Mater Dei;FMD;PR;Outros
Faculdade Maurício de Nassau;F.M.N.;PE;Outros
Faculdade Max Planck;AESI;SP;Outros
Faculdade Mercúrio;FAMERC;RJ;Outros
Faculdade Meridional;IMED;RS;Outros
Faculdade Mestra;Mestra;GO;Outros
Faculdade Metodista de Ciências Humanas e Exatas;METODISTA;SP;Outros
Faculdade Metodista de Santa Maria;FAMES;RS;Outros
Faculdade Metodista do Sul Paulista;FMSP;SP;Outros
Faculdade Metodista Granbery;FMG;MG;Outros
Faculdade Metropolitana;POLIFUCS;BA;Outros
Faculdade Metropolitana;unnesa;RO;Outros
Faculdade Metropolitana da Grande Fortaleza;FAMETRO;CE;Outros
Faculdade Metropolitana da Grande Recife;UNESJ;PE;Outros
Faculdade Metropolitana de Belo Horizonte -Metropolitana -Bh;Metropolitanabh;MG;Outros
Faculdade Metropolitana de Blumenau;FAMEBLU;SC;Outros
Faculdade Metropolitana de Caieiras;FMC;SP;Outros
Faculdade Metropolitana de Camaçari;FAMEC;BA;Outros
Faculdade Metropolitana de Curitiba;FAMEC;PR;Outros
Faculdade Metropolitana de Guaramirim;FAMEG;SC;Outros
Faculdade Metropolitana de Manaus;FAMETRO;AM;Outros
Faculdade Metropolitana de Maringá;UNIFAMMA;PR;Outros
Faculdade Metropolitana Londrinense;UMP;PR;Outros
Faculdade Michelangelo;Michelangelo;DF;Outros
Faculdade Minas Gerais;FAMIG;MG;Outros
Faculdade Modelo;FACIMOD;PR;Outros
Faculdade Módulo Paulista;FMP;SP;Outros
Faculdade Monteiro Lobato;FATO;RS;Outros
Faculdade Montes Belos;FMB;GO;Outros
Faculdade Montessori de Ibiúna;FMI;SP;Outros
Faculdade Montessoriano de Salvador;FAMA;BA;Outros
Faculdade Moraes Júnior - Mackenzie Rio;FMJ - MACKENZIE RIO;RJ;Outros
Faculdade Morumbi Sul;FMS;SP;Outros
Faculdade Mozarteum de São Paulo;FAMOSP;SP;Outros
Faculdade Multieducativa;MULTIEDUCATIVA;DF;Outros
Faculdade Municipal Professor Franco Montoro de Mogi Guaçu;FMPFM;SP;Outros
Faculdade Nacional;FINAC;ES;Outros
Faculdade Natalense para O Desenvolvimento do Rio Grande do Norte;FARN;RN;Outros
Faculdade Network;NWK;SP;Outros
Faculdade Nobre de Feira de Santana;FAN;BA;Outros
Faculdade Nordeste;Fanor;CE;Outros
Faculdade Norte Paranaense;UNINORTE;PR;Outros
Faculdade Nossa Cidade;FNC;SP;Outros
Faculdade Nossa Senhora Aparecida;FANAP;GO;Outros
Faculdade Nossa Senhora de Fátima;FACULDADE FÁTIMA;RS;Outros
Faculdade Novo Ateneu de Guarapuava;FG;PR;Outros
Faculdade Novo Milênio;FNM;ES;Outros
Faculdade Novos Horizontes;Novos Horizontes;MG;Outros
Faculdade Octógono;FOCO;SP;Outros
Faculdade Omni;OMNI;RJ;Outros
Faculdade Orígenes Lessa;FACOL;SP;Outros
Faculdade Padrão;PADRAO;GO;Outros
Faculdade Padre João Bagozzi;Faculdade Bagozzi;PR;Outros
Faculdade Palas Atena de Chopinzinho;FPA;PR;Outros
Faculdade Palotina;FAPAS;RS;Outros
Faculdade Pan Americana;FPA;PA;Outros
Faculdade para O Desenvolvimento de Pernambuco;FADEPE;PE;Outros
Faculdade Paraíso;FAP;RJ;Outros
Faculdade Paraíso do Ceará;FAP;CE;Outros
Faculdade Paranaense;FACCAR;PR;Outros
Faculdade Paulista de Administração e Ciências Contábeis de Hortolândia;FAPACCH;SP;Outros
Faculdade Paulista de Artes;FPA;SP;Outros
Faculdade Paulista de Educação e Comunicação;FAPEC;SP;Outros
Faculdade Paulista de Serviço Social;FAPSS-SP.;SP;Outros
Faculdade Paulista de Serviço Social de São Caetano do Sul;FAPSS-SCS;SP;Outros
Faculdade Paulus de Tecnologia e Comunicação;FAPCOM;SP;Outros
Faculdade Pereira de Freitas;FPF;MG;Outros
Faculdade Piauiense;FAP;PI;Outros
Faculdade Piauiense;FAP;PI;Outros
Faculdade Pilares;FAPI;PR;Outros
Faculdade Pinhalzinho;HORUS;SC;Outros
Faculdade Pinheiro Guimarães;FAPG;RJ;Outros
Faculdade Pio Décimo;FPD;SE;Outros
Faculdade Pitágoras de Administração Superior;FPAS;MG;Outros
Faculdade Pitágoras de Betim;PITÁGORAS-BETIM;MG;Outros
Faculdade Pitágoras de Ipatinga;FPI;MG;Outros
Faculdade Planalto - FAPLAN;FAPLAN;RS;Outros
Faculdade Planalto de Administração e Ciências Econômicas;FACPLAN;DF;Outros
Faculdade Planalto de Ciência da Computação;FACPLAN;DF;Outros
Faculdade Planalto de Filosofia, Ciências e Letras;FACPLAN;DF;Outros
Faculdade Politécnica de Campinas;POLICAMP;SP;Outros
Faculdade Politécnica de Uberlândia;FPU;MG;Outros
Faculdade Pontal do Paranapanema;FAC PONTAL;SP;Outros
Faculdade Portal;PORTAL;RS;Outros
Faculdade Porto Seguro;FAPS;ES;Outros
Faculdade Potiguar da Paraíba;FPB;PB;Outros
Faculdade Presbiteriana Gammon;FAGAMMON;MG;Outros
Faculdade Projeção;FAPRO;DF;Outros
Faculdade Promove de Minas Gerais;PROMOVE;MG;Outros
Faculdade Prudente de Moraes;FPM;SP;Outros
Faculdade Quirinópolis;FAQUI;GO;Outros
Faculdade Radial Curitiba;;PR;Outros
Faculdade Raízes;SER;GO;Outros
Faculdade Ranchariense;FRAN;SP;Outros
Faculdade Redentor;FACREDENTOR;RJ;Outros
Faculdade Regional da Bahia;FARB;BA;Outros
Faculdade Regional de Alagoinhas;FARAL;BA;Outros
Faculdade Regional de Filosofia, Ciências e Letras de Candeias;FAC;BA;Outros
Faculdade Regional de Ribeira do Pombal;FARRP;BA;Outros
Faculdade Regional Serrana;UNIVENETO;ES;Outros
Faculdade Reinaldo Ramos;CESREI;PB;Outros
Faculdade Renascença;FACRENA;SP;Outros
Faculdade Reunida;FAR;SP;Outros
Faculdade Rio Sono;RISO;TO;Outros
Faculdade Roraimense de Ensino Superior;FARES;RR;Outros
Faculdade Ruy Barbosa de Administração e de Direito;FRBA;BA;Outros
Faculdade Ruy Barbosa de Ciência da Computação;FRBCC;BA;Outros
Faculdade Ruy Barbosa de Psicologia;FRBPSIC;BA;Outros
Faculdade Ruy Barbosa de Tecnologia em Processamento de Dados;FRBTPD;BA;Outros
Faculdade Saberes;Saberes;ES;Outros
Faculdade Salesiana de Santa Teresa;FSST;MS;Outros
Faculdade Salesiana de Vitória;UNISALES;ES;Outros
Faculdade Salesiana do Nordeste;FASNE;PE;Outros
Faculdade Salesiana Dom Bosco;FSDB;AM;Outros
Faculdade Salesiana Dom Bosco de Piracicaba;FSDB;SP;Outros
Faculdade Salesiana Maria Auxiliadora;FSMA;RJ;Outros
Faculdade Sant´Anna de Salto;FASAS;SP;Outros
Faculdade Santa Amélia;SECAL;PR;Outros
Faculdade Santa Cecília;FASC;SP;Outros
Faculdade Santa Clara;FASCLA;RS;Outros
Faculdade Santa Cruz;FACRUZ;PE;Outros
Faculdade Santa Emília de Rodat;FASER;PB;Outros
Faculdade Santa Fé;CESSF;MA;Outros
Faculdade Santa Giulia;FSG;SP;Outros
Faculdade Santa Helena;FSH;PE;Outros
Faculdade Santa Izildinha;FIESI;SP;Outros
Faculdade Santa Marcelina;FASM;SP;Outros
Faculdade Santa Maria;FSM;PE;Outros
Faculdade Santa Maria;FSM;PB;Outros
Faculdade Santa Rita;FASAR;MG;Outros
Faculdade Santa Rita;FASAR;SP;Outros
Faculdade Santa Rita de Cássia;UNIFASC;GO;Outros
Faculdade Santa Terezinha;CEST;MA;Outros
Faculdade Santa Terezinha;FAST;DF;Outros
Faculdade Sant'Ana;IESSA;PR;Outros
Faculdade Santíssimo Sacramento;FSSS;BA;Outros
Faculdade Santo Agostinho;FSA;PI;Outros
Faculdade Santo Antonio;FSA;BA;Outros
Faculdade Santo Antônio de Pádua;FASAP;RJ;Outros
Faculdade São Bento da Bahia;FSBB;BA;Outros
Faculdade São Camilo;;BA;Outros
Faculdade São Camilo;FASC;RJ;Outros
Faculdade São Camilo;FASC-MG;MG;Outros
Faculdade São Francisco de Assis;FASFA;MT;Outros
Faculdade São Francisco de Assis;UNIFIN;RS;Outros
Faculdade São Francisco de Barreiras - Fasb;FASB;BA;Outros
Faculdade São Francisco de Juazeiro;FASJ;BA;Outros
Faculdade São Gabriel;FSG;PI;Outros
Faculdade São Geraldo;FSG;ES;Outros
Faculdade São José;FSJ;RJ;Outros
Faculdade São José;FSJ;MA;Outros
Faculdade São Judas Tadeu;FSJT;RJ;Outros
Faculdade São Judas Tadeu de Pinhais;FAPI;PR;Outros
Faculdade São Lucas;FSL;RO;Outros
Faculdade São Luís;FSL;SP;Outros
Faculdade São Luís;FSL;SC;Outros
Faculdade São Luís de França;FSLF;SE;Outros
Faculdade São Marcos;FASAMAR;TO;Outros
Faculdade São Miguel;FACULDADE SÃO MIGUEL;PE;Outros
Faculdade São Salvador;FSS;BA;Outros
Faculdade São Sebastião;FASS;SP;Outros
Faculdade São Tomás de Aquino;FACESTA;AL;Outros
Faculdade São Tomaz de Aquino;FSTA;BA;Outros
Faculdade São Vicente;FASVIPA;AL;Outros
Faculdade Savonitti;FS;SP;Outros
Faculdade SEAMA;SEAMA;AP;Outros
Faculdade Senac Minas;FSM;MG;Outros
Faculdade Senac/Rs;SENACRS;RS;Outros
Faculdade Senai-Cetiqt;SENAI-CETIQT;RJ;Outros
Faculdade Serrana de Ensino Superior;FASEP;DF;Outros
Faculdade Sete de Setembro;FA7;CE;Outros
Faculdade Sete de Setembro;FASETE;BA;Outros
Faculdade Sete de Setembro;FASS;GO;Outros
Faculdade Sete Lagoas de Minas Gerais;FSLMG;MG;Outros
Faculdade Setelagoana de Ciências Gerenciais;FASCIG;MG;Outros
Faculdade Sinergia;SINERGIA;SC;Outros
Faculdade Sinop;FASIP;MT;Outros
Faculdade Social da Bahia;FSBA;BA;Outros
Faculdade Sudamérica;SUDAMÉRICA;MG;Outros
Faculdade Sudoeste Paulista;FSP;SP;Outros
Faculdade Sudoeste Paulistano;FASUP;SP;Outros
Faculdade Sul Brasil;FASUL;PR;Outros
Faculdade Sul da América;SULDAMÉRICA;GO;Outros
Faculdade Sul Fluminense;FASF;RJ;Outros
Faculdade Sul-Americana;FASAM;GO;Outros
Faculdade Sumaré;ISES;SP;Outros
Faculdade Superior de Ribas do Rio Pardo;FASURP;MS;Outros
Faculdade Taboão da Serra;FTS;SP;Outros
Faculdade Táhirih;FT;AM;Outros
Faculdade Tamandaré;FAT;GO;Outros
Faculdade Tancredo Neves;FTN;SP;Outros
Faculdade Tecsoma;FATEC;MG;Outros
Faculdade Tijucussu;TIJUCUSSU;SP;Outros
Faculdade Três de Maio;SETREM;RS;Outros
Faculdade Triângulo Mineiro;FTM;MG;Outros
Faculdade Ubaense Ozanam Coelho;FAGOC;MG;Outros
Faculdade Uirapuru;FAU;SP;Outros
Faculdade União;Faculdade União;SP;Outros
Faculdade União Americana;UNIAMERICANA;RN;Outros
Faculdade União das Américas;UNIAMÉRICA;PR;Outros
Faculdade União de Quedas do Iguaçu;FAQ;PR;Outros
Faculdade Unilagos;UNILAGOS;PR;Outros
Faculdade Unime de Ciências Exatas e Tecnológicas;FCT;BA;Outros
Faculdade Unime de Ciências Jurídicas;FCJ;BA;Outros
Faculdade Unime de Ciências Sociais;FCS;BA;Outros
Faculdade Unime de Educação e Comunicação;FEC;BA;Outros
Faculdade Unirg;UNIRG;TO;Outros
Faculdade Unissa de Sarandi;UNISSA;PR;Outros
Faculdade Vale do Aporé;FAVA;MS;Outros
Faculdade Vale do Cricaré;F.V.C.;ES;Outros
Faculdade Vale do Gorutuba;FAVAG;MG;Outros
Faculdade Vale do Salgado;FVS;CE;Outros
Faculdade Vasco da Gama;FCCB;BA;Outros
Faculdade Venda Nova do Imigrante;FAVENI;ES;Outros
Faculdade Visconde de Cairú;FAVIC;BA;Outros
Faculdade Vitoriana de Ciências Contábeis;FAVI;ES;Outros
Faculdade Vitoriana de Tecnologia;FAVI;ES;Outros
Faculdade Vizcaya;Vizcaya;SC;Outros
Faculdade Vizinhança Vale do Iguaçu;VIZIVALI;PR;Outros
Faculdade XV de Agosto;FAQ;SP;Outros
Faculdade Zacarias de Góes;FAZAG;BA;Outros
Faculdade Zumbi dos Palmares;FAZP;SP;Outros
Faculdades Associadas de São Paulo;FASP;SP;Outros
Faculdades Associadas de Uberaba - Fazu;FAZU;MG;Outros
Faculdades da Fundação de Ensino de Mococa;FaFEM;SP;Outros
Faculdades de Dracena;FADRA;SP;Outros
Faculdades ESEFAP;;SP;Outros
Faculdades Eurobras - Estudos Universitários Regionais Brasileiros;EUROBRAS;DF;Outros
Faculdades Integradas Adventistas de Minas Gerais;FADMINAS;MG;Outros
Faculdades Integradas Antônio Eufrásio de Toledo de Presidente Prudente;FIAETPP;SP;Outros
Faculdades Integradas Aparício Carvalho;FIMCA;RO;Outros
Faculdades Integradas Associação de Ensino de Santa Catarina;FASSESC;SC;Outros
Faculdades Integradas Barros Melo;FIBAM;PE;Outros
Faculdades Integradas Campo-Grandenses;FIC;RJ;Outros
Faculdades Integradas Campos Salles;FICS;SP;Outros
Faculdades Integradas Claretianas;FIC;SP;Outros
Faculdades Integradas Coração de Jesus;FAINC;SP;Outros
Faculdades Integradas da Terra de Brasília;FTB;DF;Outros
Faculdades Integradas da União de Ensino Superior Certo;UniCerto;DF;Outros
Faculdades Integradas da Upis;UPIS;DF;Outros
Faculdades Integradas da Vitória de Santo Antão;FAINTVISA;PE;Outros
Faculdades Integradas de Angeles;FIA;SP;Outros
Faculdades Integradas de Araraquara;FIAR;SP;Outros
Faculdades Integradas de Ariquemes;FIAR;RO;Outros
Faculdades Integradas de Bauru;FIB;SP;Outros
Faculdades Integradas de Botucatu;UNIFAC;SP;Outros
Faculdades Integradas de Cacoal;UNESC;RO;Outros
Faculdades Integradas de Caratinga;FIC;MG;Outros
Faculdades Integradas de Cassilândia;FIC;MS;Outros
Faculdades Integradas de Cataguases;FIC;MG;Outros
Faculdades Integradas de Ciências Humanas, Saúde e Educação de Guarulhos;FG;SP;Outros
Faculdades Integradas de Coxim;FICO;MS;Outros
Faculdades Integradas de Cruzeiro;FIC;SP;Outros
Faculdades Integradas de Diamantino;FID;MT;Outros
Faculdades Integradas de Fátima do Sul;FIFASUL;MS;Outros
Faculdades Integradas de Fernandópolis;FIFE;SP;Outros
Faculdades Integradas de Itapetininga;FII;SP;Outros
Faculdades Integradas de Itararé;FAFIT-FACIC;SP;Outros
Faculdades Integradas de Jacareí;FIJ;SP;Outros
Faculdades Integradas de Jacarepaguá;FIJ;RJ;Outros
Faculdades Integradas de Jahu;FIJ;SP;Outros
Faculdades Integradas de Mineiros;FIMES;GO;Outros
Faculdades Integradas de Naviraí;FINAV;MS;Outros
Faculdades Integradas de Ourinhos;FIO;SP;Outros
Faculdades Integradas de Paranaíba - Fipar;FIPAR;MS;Outros
Faculdades Integradas de Patos;FIP;PB;Outros
Faculdades Integradas de Pedro Leopoldo;FIPEL;MG;Outros
Faculdades Integradas de Ponta Porã;FIP;MS;Outros
Faculdades Integradas de Ribeirão Pires;FIRP;SP;Outros
Faculdades Integradas de Rio Verde;FIRVE;MS;Outros
Faculdades Integradas de Rondonópolis;UNIR-ROO;MT;Outros
Faculdades Integradas de Santa Fé do Sul;FUNEC;SP;Outros
Faculdades Integradas de São Carlos;FADISC;SP;Outros
Faculdades Integradas de São Paulo;FISP;SP;Outros
Faculdades Integradas de Tangará da Serra;FITS;MT;Outros
Faculdades Integradas de Três Lagoas;AEMS;MS;Outros
Faculdades Integradas de Várzea Grande;FIAVEC;MT;Outros
Faculdades Integradas de Vitória;FDV;ES;Outros
Faculdades Integradas Desembargador Sávio Brandão - Fausb;FAUSB;MT;Outros
Faculdades Integradas do Brasil;UNIBRASIL;PR;Outros
Faculdades Integradas do Extremo Sul da Bahia;UnisulBahia;BA;Outros
Faculdades Integradas do Oeste de Minas;FADOM;MG;Outros
Faculdades Integradas do Tapajós;ISES;PA;Outros
Faculdades Integradas do Vale do Ivaí;UNIVALE;PR;Outros
Faculdades Integradas do Vale do Ribeira;FIVR;SP;Outros
Faculdades Integradas Dom Pedro II;DOMPEDRO;SP;Outros
Faculdades Integradas dos Campos Gerais;CESCAGE;PR;Outros
Faculdades Integradas Einstein de Limeira;FIEL;SP;Outros
Faculdades Integradas Espírita;FIES;PR;Outros
Faculdades Integradas Espírito Santenses;FAESA I;ES;Outros
Faculdades Integradas Facvest;FACVEST;SC;Outros
Faculdades Integradas FAFIBE;FAFIBE;SP;Outros
Faculdades Integradas Hélio Alonso;FACHA;RJ;Outros
Faculdades Integradas IESGO;IESGO;GO;Outros
Faculdades Integradas Interamericanas;FAITER;SP;Outros
Faculdades Integradas Ipep;FIPEP;SP;Outros
Faculdades Integradas Ipitanga;Unibahia;BA;Outros
Faculdades Integradas Machado de Assis;FIMA;RS;Outros
Faculdades Integradas Maria Imaculada;FIMI;SP;Outros
Faculdades Integradas Maria Thereza;FAMATh;RJ;Outros
Faculdades Integradas Mato-Grossenses de Ciências Sociais e Humanas;ICE;MT;Outros
Faculdades Integradas Olga Mettig;FAMETTIG;BA;Outros
Faculdades Integradas Padre Albino;FIPA;SP;Outros
Faculdades Integradas Padre Anchieta de Guarapari;FIPAG;ES;Outros
Faculdades Integradas Padre Humberto;FIPH;RJ;Outros
Faculdades Integradas Pitágoras;FIP-MOC;MG;Outros
Faculdades Integradas Regionais de Avaré;FIRA;SP;Outros
Faculdades Integradas Rio Branco;FRB;SP;Outros
Faculdades Integradas Rui Barbosa;FIRB;SP;Outros
Faculdades Integradas Santa Cruz de Curitiba;FARESC;PR;Outros
Faculdades Integradas São Pedro;FAESA;ES;Outros
Faculdades Integradas Sévigné;ISES;RS;Outros
Faculdades Integradas Silva e Souza;FAU;RJ;Outros
Faculdades Integradas Simonsen;FIS;RJ;Outros
Faculdades Integradas Soares de Oliveira;FISO;SP;Outros
Faculdades Integradas Stella Maris de Andradina;FISMA;SP;Outros
Faculdades Integradas Teresa D´Ávila;FATEA;SP;Outros
Faculdades Integradas Teresa Martin;FATEMA;SP;Outros
Faculdades Integradas Tibiriçá;FATI;SP;Outros
Faculdades Integradas Torricelli;FIT;SP;Outros
Faculdades Integradas Unicesp;FACICESP;DF;Outros
Faculdades Integradas Urubupungá;FIU;SP;Outros
Faculdades Integradas Vianna Júnior;FIVJ;MG;Outros
Faculdades Oswaldo Cruz;FOC;SP;Outros
Faculdades Riograndenses;FARGS;RS;Outros
Faculdades SPEI;FACSPEI;PR;Outros
Faculdades Unidas do Vale do Araguaia;UNIVAR;MT;Outros
Faculdades Unificadas de Foz do Iguaçu;UNIFOZ;PR;Outros
Fajopa - Faculdade João Paulo II;FAJOPA;SP;Outros
Fatece - Faculdade de Tecnologia, Ciências e Educação;FATECE;SP;Outros
Fefisa - Faculdades Integradas de Santo André;FEFISA;SP;Outros
Focca - Faculdade de Olinda;FOCCA;PE;Outros
Fundação de Ensino Superior de Clevelândia;FESC;PR;Outros
Fundação Faculdades Luiz Meneghel;FFALM;PR;Outros
Instituição de Ensino São Francisco;IESF;SP;Outros
Instituto Aphonsiano de Ensino Superior;IAESup;GO;Outros
Instituto Baiano de Ensino Superior;IBES;BA;Outros
Instituto Batista de Ensino Superior de Alagoas;IBESA;AL;Outros
Instituto Belo Horizonte de Ensino Superior;IBHES;MG;Outros
Instituto Blumenauense de Ensino Superior;IBES;SC;Outros
Instituto Brasiliense de Tecnologia e Ciência;IBTC;DF;Outros
Instituto Campo Grande de Ensino Superior;ICGES;MS;Outros
Instituto Catuaí de Ensino Superior;ICES;PR;Outros
Instituto Ceará de Ensino e Cultura;ICEC;CE;Outros
Instituto Cenecista de Ensino Superior de Santo Ângelo;IESA;RS;Outros
Instituto Cenecista Fayal de Ensino Superior;IFES;SC;Outros
Instituto Cuiabá de Ensino e Cultura;ICEC;MT;Outros
Instituto de Ciências da Saúde;ICS;MG;Outros
Instituto de Ciências Exatas;UNEB;DF;Outros
Instituto de Ciências Humanas e Sociais Aplicadas;ICHSA-Três Pontas;MG;Outros
Instituto de Ciências Jurídicas e Sociais Professor Camillo Filho;ICF;PI;Outros
Instituto de Ciências Sociais Aplicadas;UNEB;DF;Outros
Instituto de Ciências Sociais do Paraná;ICSP;PR;Outros
Instituto de Ciências Sociais e Humanas;ICSH;GO;Outros
Instituto de Ciências Sociais e Humanas;INCISOH;MG;Outros
Instituto de Educação e Ensino Superior de Campinas;IESCAMP;SP;Outros
Instituto de Educação e Ensino Superior de Samambaia;IESA;DF;Outros
Instituto de Educação Superior da Paraíba;IESP;PB;Outros
Instituto de Educação Superior de Boituva;FIB;SP;Outros
Instituto de Educação Superior de Brasília - Iesb;IESB;DF;Outros
Instituto de Educação Superior do Alto São Francisco;IESASF;MG;Outros
Instituto de Educação Superior Guaianás;IESG;SP;Outros
Instituto de Educação Superior Presidente Kennedy - Centro de Formação de Profis;IFESP;RN;Outros
Instituto de Educação Superior Raimundo Sá;IESRSA;PI;Outros
Instituto de Educação Superior São Francisco de Assis de Teófilo Otoni;IESFATO;MG;Outros
Instituto de Educação Superior Unyahna de Barreiras;IESUB;BA;Outros
Instituto de Educação Superior Unyahna de Salvador;IESUS;BA;Outros
Instituto de Educação Superior Unyahna Luis Eduardo Magalhães;IESULEM;BA;Outros
Instituto de Ensino e Cultura do Amapá;IECA;AP;Outros
Instituto de Ensino e Cultura do Paraná - Iecp;IECP;PR;Outros
Instituto de Ensino e Pesquisa Objetivo;IEPO;TO;Outros
Instituto de Ensino Superior Blauro Cardoso de Mattos;FASERRA;ES;Outros
Instituto de Ensino Superior Cenecista;INESC;MG;Outros
Instituto de Ensino Superior Coc;COC;SP;Outros
Instituto de Ensino Superior da Funlec;IESF;MS;Outros
Instituto de Ensino Superior da Funlec de Bonito;IESF;MS;Outros
Instituto de Ensino Superior da Grande Florianópolis;IESGF;SC;Outros
